Name,Auto number,Program check,Program name,Type of Opportunity,Annual scholarship?,Study level,Host Country,Discipline,Value,Note,Link,Deadline?,Date updated,Checked?
Taipei medical univerisity international medicine scholarship,166,,Taipei medical univerisity international medicine scholarship,Fellowship Scholarship,checked,"Master ,PhD ",Taiwan,"A LOT OF DISCIPLINES ,Medicine and Health ",Nearly full scholarship (withour air tickets or accommodation),renew annually,http://www.tmu.edu.tw/english/inter/super_pages.php?ID=inter9,April,18/8/2017,
Taiwan International Graduate Program (TIGP),1147,,Taiwan International Graduate Program (TIGP),Fellowship Scholarship,checked,PhD,Taiwan,"Environmental studies and earth sciences,Natural Sciences and Mathematics ,Medicine and Health ",Full scholarship,,http://tigp.sinica.edu.tw/Overall_Introducation.html,March,12/9/2017,
Taiwan International Higher Education Scholarship Program,1021,,Taiwan International Higher Education Scholarship Program,Government Scholarship,checked,"Undergraduate ,Master ,PhD ",Taiwan,"Computer science and IT ,Engineer and Technology ,Social sciences and Humanities ",Full scholarship,,http://www.icdf.org.tw/ct.asp?xItem=12505&CtNode=30316&mp=2,March,14/9/2017,
TaiwanICDF,282,,TaiwanICDF,Government Scholarship,checked,"Undergraduate ,Post-graduate ,Master ,PhD ",Taiwan,A LOT OF DISCIPLINES,Full scholarship,"1. Airfare: arranges economy class, return tickets for the most-direct flights to and from Taiwan.
2. Housing: All students must reside in student dormitories.
3. Tuition fees: The TaiwanICDF covers tuition fees as required by a student’s university.
4. Credit fees: Credit fees, which vary with the number of credits registered, are also covered as required by a student’s university.
5. Insurance: covers insurance fees for the entire duration of a student’s program.
6. Textbook costs: The costs of textbooks purchased as required by instructors are covered by the TaiwanICDF, subject to the approval of the director of the student’s institute.
7. Allowance:
(1) Undergraduate Program: Each student receives NT$12,000 per month as an allowance for food and miscellaneous living expenses. This is deposited into a student’s local bank account on a monthly basis.
(2) Master’s Program: Each student receives NT$15,000 per month as an allowance for food and miscellaneous living expenses. This is deposited into a student’s local bank account on a monthly basis.
(3) Ph.D. Program: Each student receives NT$17,000 per month as an allowance for food and miscellaneous living expenses. This is deposited into a student’s local bank account on a monthly basis.
A student’s host institute may offer to continue paying this monthly allowance for courses exceeding four years; the duration and amount will be determined by the host institute.",http://www.icdf.org.tw,March,19/8/2017,
Tallinn University of Technology Tuition fee waiver program,987,,Tallinn University of Technology Tuition fee waiver program,University-sponsor Scholarship,checked,"Undergraduate ,Master ",Estonia,A LOT OF DISCIPLINES,100% tuition fee,"Học sinh được nhận xét học bổng khi đủ điều kiện đầu vào. Để duy trì mức học bổng cần phải đạt tối thiểu số tín chỉ được đặt ra. Nếu không đạt đủ, học sinh có trách nhiệm hoàn trả tiền theo credits còn thiếu",https://www.ttu.ee/studying/tut_admission/scholarships/,April,7/9/2017,
TamKang University Entrance Scholarships for Outstanding Overseas Students,947,,TamKang University Entrance Scholarships for Outstanding Overseas Students,University-sponsor Scholarship,checked,"Master ,Undergraduate ,PhD ",Taiwan,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),,http://english.tku.edu.tw/StudyinTKU.asp,"April,October ",4/9/2017,
Tampere University of Technology scholarships,871,,Tampere University of Technology scholarships,University-sponsor Scholarship,checked,"Master ,Undergraduate ",Finland,A LOT OF DISCIPLINES,100% tuition fee,,http://www.tut.fi/en/admissions/tuition-fees/index.htm,Change every year,27/8/2017,checked
Tasmanian International Scholarship (TIS),697,,Tasmanian International Scholarship (TIS),University-sponsor Scholarship,checked,"Undergraduate ,Master ",Australia,A LOT OF DISCIPLINES,less than 50% tuition fee,"- Applicants who are not eligible for the 25% TIS Scholarship will be assessed for eligibility for an alternate 10% Tuition Fee Discount, if applicable.
- Students are recommended to refer to their conditions of acceptance in their offer letter to confirm results required to maintain their scholarship. In instances where a student has failed one or more units and is required to repeat any unit(s), he/she may be required to pay the full tuition fee for each semester thereafter.",http://www.utas.edu.au/scholarships/international-students/tasmanian-international-scholarship,"March,August ",21/8/2017,checked
TBU scholzrship,1272,,TBU scholzrship,University-sponsor Scholarship,checked,"PhD ,Master ",Czechia,A LOT OF DISCIPLINES,Cash award,,https://apply.utb.cz/,"June,May",23/9/2017,
TC Beirne School of Law Scholarship,167,,TC Beirne School of Law Scholarship,University-sponsor Scholarship,checked,Master,Australia,Social sciences and Humanities,Cash award,"- Applicants should note that they will be responsible for the payment of all tuition fees associated with their program.
- The scholarship will take the form of monetary assistance to help with living expenses for 12 months and will be paid in two installments – one during semester 1 and one during Semester 2. ",https://law.uq.edu.au/study/scholarships-and-prizes/tc-beirne-school-law-scholarship-llmmiclaw,Febuary,17/8/2017,
TDR International Postgraduate Scholarship,424,,TDR International Postgraduate Scholarship,Fellowship Scholarship,checked,Master,Indonesia,"Medicine and Health ,Social sciences and Humanities ",Full scholarship,"http://www.who.int/tdr/capacity/strengthening/postgraduate/en/

",https://graduate.fk.ugm.ac.id/2017/08/07/call-for-tdr-international-postgraduate-scholarship-for-academic-year-20172018-3rd-batch/,August,19/8/2017,checked
Temasek Foundation International Leadership Enrichment and Regional Networking (LEaRN) Programme @ National University of Singapore,1174,,Temasek Foundation International Leadership Enrichment and Regional Networking (LEaRN) Programme @ National University of Singapore,Exchange scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,Full scholarship,"Đây là học bổng trao đổi 1 kì tại ĐH Quốc gia Singapore, giá trị học bổng là S$6500. Bạn sẽ nhận được S$5500 khi bắt đầu chương trình và chỉ được nhận S$1000 còn lại nếu kết quả học tập đạt ít nhất B (3.5/5).",http://www.nus.edu.sg/iro/fa/sch/out/tfilearn-out.html,April,16/9/2017,
Temasek Foundation Leadership Enrichment and Regional Networking,626,,Temasek Foundation Leadership Enrichment and Regional Networking,Exchange scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,"Full scholarship,Cash award ","Remaining Southeast Asia (Brunei, Cambodia, Laos, Myanmar, Philippines, Thailand and Vietnam) - S$6,000",http://www.nus.edu.sg/iro/fa/sch/out/tfilearn-out.html,"August ,April",20/8/2017,
Temple University President's Scholarship,1157,,Temple University President's Scholarship,University-sponsor Scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,100% tuition fee,"First 2 years no GPA req. Last 2 years, must maintain 3.5 GPA. Eligibility reconsidered annually after first 2 years. ",http://admissions.temple.edu/cost-and-aid,Change every year,14/9/2017,
Tennessee University Scholarship,735,,Tennessee University Scholarship,University-sponsor Scholarship,,Undergraduate,United State,A LOT OF DISCIPLINES,Cash award,"5000-15000 USD/năm
Học bổng được renew mỗi năm nếu học tốt",http://onestop.utk.edu/scholarships/international/,September,22/8/2017,
Texas A&M University-Corpus Christi Incoming Presidential Scholarship,1328,,Texas A&M University-Corpus Christi Incoming Presidential Scholarship,University-sponsor Scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,Cash award,,http://scholarships.tamucc.edu/freshmen.html,December,30/9/2017,
Thạc sĩ bằng tiếng Anh năm 2017 của Trường Chính sách công Lee Kuan Yew (Lý Quang Diệu) và Trường Đại học Quốc gia Singapore (NUS),168,,Thạc sĩ bằng tiếng Anh năm 2017 của Trường Chính sách công Lee Kuan Yew (Lý Quang Diệu) và Trường Đại học Quốc gia Singapore (NUS),Government Scholarship,checked,Post-graduate,Singapore,"A LOT OF DISCIPLINES ,Social sciences and Humanities ,Business and finance",Full scholarship,"Eligibility

Accepted students into the Master in Public Policy, Master in Public Administration and Master in International Affairs programmes are eligible to apply for a loan with Prodigy .",http://lkyspp.nus.edu.sg/admissions/money-matters/#financialaid,December,18/8/2017,
Thailand - ASEAN Scholarship,322,,Thailand - ASEAN Scholarship,University-sponsor Scholarship,checked,"Master ,PhD ",Thailand,A LOT OF DISCIPLINES,Full scholarship,"Học bổng cho full học phí, máy bay, khám chữa bệnh (tại bệnh viện riêng của trường) và sử dụng mọi cơ sở vật chất trong trường từ trung tâm thể thao, xe buýt riêng của trường đều miễn phí. Mỗi tháng trợ cấp ăn ở tầm 500$ ",http://www.grad.chula.ac.th/th/01_information/c01_scholarship_detail_ASEAN_eng.php,"May,December",18/8/2017,
The Adelaide Graduate Centre (https://www.adelaide.edu.au/graduatecentre/admission/application-rounds/international/),1310,,The Adelaide Graduate Centre (https://www.adelaide.edu.au/graduatecentre/admission/application-rounds/international/),University-sponsor Scholarship,,Post-graduate,Australia,A LOT OF DISCIPLINES,Full scholarship,"Course tuition fees for two years for a Masters degree by Research and three years for a Doctoral research degree (an extension is possible for doctoral programs only),
An annual living allowance ($26,288 in 2016) for two years for a Masters degree by Research and three years for a Doctoral research degree (an extension is possible for doctoral programs only), and
For Student Visa (Subclass 500) visa holders the award provides compulsory standard Overseas Student Health Cover (OSHC) Worldcare policy for the student and their spouse and dependents (if any) for the standard duration of the student visa.  It does not cover the additional 6 month extended student visa period post thesis submission. If the award holder does not hold a subclass 500 visa then he/she is responsible for the cost of health insurance.",https://www.adelaide.edu.au/graduatecentre/scholarships/research-international/opportunities/adelaide-scholarship-international/,June,27/9/2017,
The Alphawood Scholarships at SOAS,874,,The Alphawood Scholarships at SOAS,University-sponsor Scholarship,checked,"Master ,Post-graduate ",United Kingdom,"""Arts, Design and Photography"",Social sciences and Humanities ",Full scholarship,"The Alphawood Scholarships cover Scholars’ SOAS tuition fees in full, including fees for the MPhil/PHD, MA, Postgraduate Diploma or Postgraduate Certificate programme to which Scholars are accepted, as well as for English Language and Academic Studies (ELAS) courses to which Scholars may be assigned to strengthen English-language proficiency. ",https://www.soas.ac.uk/registry/scholarships/alphawood-scholarships.html,November,28/8/2017,checked
The American University of Rome Scholarship,639,,The American University of Rome Scholarship,University-sponsor Scholarship,checked,Undergraduate,Italy,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),Students maintain a cumulative GPA of at least a 3.3,https://www.aur.edu/scholarships,April,20/8/2017,
The Asian Peacebuilders Scholarship (APS),411,,The Asian Peacebuilders Scholarship (APS),Company-sponsor Scholarship,checked,Master,Costa Rica,Social sciences and Humanities,Full scholarship,"The APS takes the format of a dual-degree, 18.5 - 21.5 month (depending on entry English proficiency level) intensive academic study programme targeted for young professionals from Asia.  Academic study takes place in Costa Rica and The Philippines and is made up of the following elements: 1) an intensive language learning component, 2) MA at UPEACE, 3) MA at AdMU in Political Science, major in Global Politics, and 4) the implementation of a field project.   ",https://www.upeace.org/academic/partnership-programmes/asia-peacebuilders-scholarship,August,18/8/2017,
The Australia Awards–Endeavour Scholarships and Fellowships,60,,The Australia Awards–Endeavour Scholarships and Fellowships,Government Scholarship,checked,"Post-graduate ,PhD ",Australia,A LOT OF DISCIPLINES,Full scholarship,Thời gian bắt đầu nộp hồ sơ từkhoảng từ đầu hoặc giữa tháng 2 hoặc cuối tháng 3 mỗi năm,https://internationaleducation.gov.au/endeavour%20program/scholarships-and-fellowships/international-applicants/pages/international-applicants.aspx,June,18/8/2017,checked
